track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0PQsrLxPbOBBwwmXCnGvcF,Diamonds (with Normani),Megan Thee Stallion,77,2brh6nArR9NUPankXlhmAZ,Diamonds (with Normani),2020-01-10,Girl On Fire,37i9dQZF1DX4F2k37fMTyn,r&b,hip pop,0.785,0.753,1,-3.841,1,0.0873,0.188,1.01e-06,0.265,0.488,94.012,199301
7rKKh8AGVXuNXgLBpTBTFH,One Day (ft. Ryan Tedder),Logic,56,1lyjkFTJ6yxUyNYysWVBo9,YSIV,2018-09-28,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.546,0.871,10,-5.81,1,0.148,0.139,8.28e-05,0.104,0.303,189.723,198107
2VpTT9dmZapkRO61WFxs3m,Crown,Rapsody,27,2RpmZvo7tIJsMaxXfj33k2,Crown,2016-11-17,Contemporary Hip Hop,68y3WoFJMMKDHUIpqCnoM3,rap,southern hip hop,0.52,0.744,1,-7.157,0,0.378,0.0182,1.49e-06,0.365,0.308,169.23,193071
3sEi2Xhz7iZKQ6TGf8Mkte,Playing with Fire - Ingi Bauer Radio Mix,Nordstorm,17,2COnt99SfRpjYBAdF1XC7a,Playing with Fire,2016-06-07,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.624,0.652,7,-6.941,0,0.0545,0.103,0.0006489999999999,0.576,0.408,121.935,224278
3XfPeYzqFs37S6L8F6o7Su,Bass,MGM,22,3fF71SZ9zacpE1fEM2MT1v,Bass,2019-07-15,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,0.851,0.868,5,-3.138,0,0.0845,0.000257,0.755,0.0336,0.571,128.009,146250
0ycFQvBTfuo1LCdG0HhszL,Tattoos Together,Lauv,67,26atyI9OPdSCDkNjsOEJBW,~how i'm feeling~,2020-01-16,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.862,0.4,4,-7.486,1,0.0736,0.00575,7.49e-06,0.123,0.596,122.963,186613
2sYLlZU3FuCF8SKNeIvdKA,Crush On You,The Jets,43,1J0KuFjzTYeVLLV5Jqtan9,Back To Back,1998-01-01,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,0.777,0.834,1,-10.851,1,0.0574,0.0209,0.0976,0.0446,0.967,120.332,272493
5Bsaf1lRrFcRLbLeGRm70p,Up All Night,Joey Busse,30,6xv7nyG4ToAkIZk7DWnnDx,Up All Night,2019-07-12,Tropical House 🌴,06zrBJ5cts5aemZmqe80J7,latin,tropical,0.469,0.586,4,-5.832,1,0.29,0.536,0.0,0.113,0.603,85.129,204280
25kGNSv0yGXZKaC79xzrvg,Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM,60,7IvmRtuLsTlRZhRS6KUQRn,MM...FOOD,2004,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0.728,0.832,7,-6.827,1,0.269,0.325,0.0,0.504,0.825,95.049,172893
1yTJg3lyUPmwbnve82twH5,Canela,Nanpa Básico,71,6AgxVg5UPdPs5b0GCUEQ38,Canela,2019-03-22,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.867,0.468,10,-7.056,1,0.0875,0.374,0.0,0.112,0.837,116.954,204629
1jbRXE0cGEDFBEnrdrAwug,Go,Delilah,38,2KaCTff6b1JhQ6hH9VXOek,From The Roots Up,2012-05-01,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.514,0.403,3,-10.704,0,0.0723,0.339,0.0179,0.18,0.0471,163.806,218160
6ksMjdec8b6C45TUawkAdu,Crash Into Me,Steve Aoki,37,2dRuXHSYXjRubjTkjMFZFD,Crash Into Me,2019-07-12,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.672,0.815,1,-6.476,0,0.0981,0.00246,0.0,0.577,0.341,115.033,226093
0sirCV8os5AwHHaMa3IDyX,Sandmann,OOMPH!,45,5g8jTvzd6bMKYPMOi3SSyc,Monster,2008,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.481,0.962,7,-3.043,0,0.0981,0.000963,0.0,0.19,0.236,150.078,229181
4bOWUh4oWJC3R5n6jDBLh7,I Want to Know,Divite,42,1wkqYS9uYv7n75yAujIF2o,I Want to Know,2019-12-12,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.558,0.755,10,-4.509,1,0.0509,0.0755,0.00432,0.189,0.287,127.939,206250
55XEfvRKAkrOYJAeo74YFD,Slip Away (ft. Sophia Koop) [Bergs],Bergs,1,2BxuLwuEJIf2LMoKDqxOrt,Slip Away (ft. Sophia Koop),2016-02-12,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.787,0.533,4,-7.446,1,0.0321,0.636,0.0017,0.292,0.531,107.012,238178
2pEJjOaIpVvp1gC0N40ehs,The Rhythm of the Night,Sean Finn,61,1QkxSXPeEkgvNMDD1NnZjh,The Rhythm of the Night,2019-03-08,New House   ‍,54XvQQsViMBwjO1ws2o2wx,edm,electro house,0.672,0.944,0,-2.781,0,0.0481,0.0386,0.153,0.0455,0.464,125.964,197453
6jEDx1AuVMOrK58yydBgmA,We Don't Belong,Black Veil Brides,37,2IUv2GWeYPm6elVzTPt26U,Wretched and Divine: The Story Of The Wild Ones Ultimate Edition,2013-01-01,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.511,0.932,0,-4.536,0,0.0775,0.000233,0.0782,0.635,0.267,129.998,216400
2PF3H9np1IoKemTxqHnRBY,"Summer Waves (feat. Calvin Harris, Dimitri Vegas, W&W, Aero Chord & Like Mike)",Nugnes,0,1bepPINXIZNv7hkhtG4Wcw,"Summer Waves (feat. Calvin Harris, Dimitri Vegas, W&W, Aero Chord & Like Mike)",2014-07-26,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.654,0.879,7,-5.346,1,0.08,0.00345,0.0279,0.0847,0.348,127.993,284997
0szKeS5WTmnMzFIgJCQllo,It Don't Come Easy,Ringo Starr,42,30HX2qhSInJL0rxjH4F1mE,Very Best Of,2007-01-01,The Black Album,0KNLLunbFh9XgitPMOGmQg,rock,album rock,0.628,0.738,7,-7.082,1,0.0298,0.0838,0.00012,0.287,0.649,123.063,181880
1Fx9aiORwv0cx5mFEBasHo,All About Tonight,Pixie Lott,57,1suhybVPY2Yfm71xoDgW6X,Young Foolish Happy (Deluxe Edition),2011-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.637,0.804,2,-6.141,1,0.0448,0.207,0.0,0.115,0.732,129.261,186173
6gHG0T5lelj7EluTAnJ2ox,Losing Time,Drew Wilken,40,45mk91pbbutiDTW6J4JTb7,Losing Time,2019-09-18,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0.59,0.988,9,-2.039,0,0.0834,0.00481,0.605,0.28,0.28,150.963,224503
2DQ1ITjI0YoLFzuADN1ZBW,No Limit,G-Eazy,76,1VAc77UvK5wj8ZSWCo3V2b,The Beautiful & Damned,2017-12-15,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,245387
1sviDBcAqVOxMXq4xITVEs,Que Calor (feat. J Balvin & El Alfa),Major Lazer,84,2epUYHJteejHG4trbc8drd,Que Calor (feat. J Balvin & El Alfa),2019-09-11,De Fiesta,37i9dQZF1DWVskFRGurTfg,latin,reggaeton,0.795,0.885,8,-4.13,1,0.0713,0.0375,0.00638,0.292,0.46,126.037,169998
7tiqfQ8TSYiRah8puEJ02l,20ver,Majur,46,4frgcxPlRSRLufWtPpjRUu,20ver,2019-08-14,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,0.809,0.696,2,-4.905,0,0.0745,0.208,0.0,0.296,0.864,98.035,198101
1ORb6uGvpjsFwZK8FUpzWy,Aire soy (feat. Ximena Sariñana),Miguel Bosé,63,6mgs9ywhBqW5QSCMyYPC3g,Papitwo (Deluxe),2012-09-04,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.708,0.478,10,-11.466,0,0.0244,0.187,0.00985,0.0653,0.625,109.002,248049
1gZOnv0YjmFIM2oXVin9ZR,Ramblin' Gamblin' Man,Bob Seger,15,53xftA0H5gUQJS1EIF3llB,Ramblin' Gamblin' Man,1969-04-01,Classic Rock Drive,37i9dQZF1DXdOEFt9ZX0dh,rock,classic rock,0.61,0.864,9,-3.77,1,0.0514,0.0207,0.0,0.0569,0.875,130.577,145311
7zkhXNN6zIevhWwGZzIz2O,Animals (feat. Moa Lisa) - Alora & Senii Remix,Charlie Who?,27,0rtMyxEdReRusNpAhHLgYo,Animals (feat. Moa Lisa) [Remixes],2019-12-06,New House   ‍,54XvQQsViMBwjO1ws2o2wx,edm,electro house,0.63,0.886,5,-7.573,0,0.0281,0.202,2.49e-05,0.0708,0.877,123.974,166457
6fJSEk0GDtPOk3gFxcnbUy,Her Eyes Are a Blue Million Miles,Captain Beefheart & His Magic Band,49,3m2ltFkbJ34zxghz9vlY6p,Clear Spot,1972-09-11,Permanent Wave,5Go0Jsxj1UnsU7Om841BEo,rock,permanent wave,0.786,0.357,4,-15.838,0,0.0472,0.416,0.00119,0.0756,0.712,88.969,177507
4hy4fb5D1KL50b3sng9cjw,Smells Like Teen Spirit,Nirvana,14,3SBQfBKAPWvCr4qse1uNis,Nirvana (International Version),2002-01-01,Workday: Rock Classics,37i9dQZF1DX1lwxXvReaux,rock,classic rock,0.48,0.875,1,-5.898,1,0.0429,1.62e-05,0.000751,0.103,0.826,116.754,300827
3DGar7krWlmrXRFHBcQF6z,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,74,5so9rCf7p2L6w6o4KZahE9,Whenever (feat. Conor Maynard),2018-06-22,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.734,0.765,7,-5.562,1,0.0621,0.151,0.0,0.231,0.518,109.989,163636
5st5644IlBmKiiRE73UsoZ,Fuck You,Lily Allen,63,2OUL7ZpAvUaWyylZ1lXpe0,"It's Not Me, It's You",2009-01-26,Latin Pop antiguo,4BmnnqWEQAamNoVjtjrQJP,latin,latin pop,0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009,219893
56QspNOQhZHWNONFKcRws0,Tiiied (feat. 6LACK & Ella Mai),JID,0,5QTC2PR0kH8CbzlgLczD1M,DiCaprio 2,2018-11-26,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.588,0.644,2,-7.523,0,0.227,0.6,0.0,0.647,0.102,97.183,244802
0i5AZhWp6DjoIbafmolfoB,Bruk Bruk (I Need Your Lovin),Dillon Francis,33,1eg4r9oWigjmTVFyTEF9xB,Bruk Bruk (I Need Your Lovin),2015-06-29,Epic Bass Drops,49EXQVXh5k1t8SOhmUeyU7,edm,big room,0.752,0.878,6,-4.02,0,0.129,0.000396,0.0346,0.0726,0.156,111.979,192187
6GvSHhIxdWaQJbiQyzdOCy,Te Amo,Triple Seven,37,0SwG9W9WTQNhAJV8z4LYNU,7,2013-07-31,LATIN FLOW MIX - Música Cristiana🎵,396llvvFOIB9jgPg0kqNDb,latin,latin hip hop,0.728,0.932,4,-4.141,1,0.0569,0.147,0.0,0.287,0.715,128.005,261148
5QkVPG2Hf3MmAarireF6lh,Who Do You Love - R3HAB Remix,The Chainsmokers,61,0ctKYh2R83FinJ8SzUFRd3,Who Do You Love (R3HAB Remix),2019-03-22,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.529,0.698,8,-6.87,1,0.0456,0.2,0.0,0.185,0.357,142.012,152120
5hojlRf8Cm3C1GFXI80fFO,Screw U,Ryan Wright,29,0miiM6V8Hbz6BC5ML6XKof,Screw U,2019-07-12,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,hard rock,0.71,0.544,8,-8.858,1,0.0389,0.0054,0.0266,0.0965,0.316,143.987,192372
494gu8wMGboUduX4l7OTC8,Nothing But God,Dave Hollister,14,5YdxhXh0DHURDoTIl8xnXh,The Book Of David: Vol. 1 The Transition,2006-06-27,Gospel Neo Soul,2wP2UAYC4Nqb6oUXkMJlAz,r&b,neo soul,0.669,0.561,10,-4.885,0,0.0637,0.042,0.0,0.101,0.515,89.95,243707
3YBZIN3rekqsKxbJc9FZko,Paradise City,Guns N' Roses,78,3I9Z1nDCL4E0cP62flcbI5,Appetite For Destruction,1987-01-01,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0.273,0.952,11,-8.762,1,0.0841,0.0169,0.0112,0.142,0.475,100.269,405640
34Hdo1qNE9qyx3Pf1TsBbR,Blackbeak,Youngblood Hawke,40,3duSeqLwUC8DpWhEs11zTW,Wake Up,2013-01-01,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.566,0.763,7,-6.146,0,0.0296,0.00119,0.0,0.324,0.577,134.973,239160
20OFwXhEXf12DzwXmaV7fj,Bad Moon Rising,Creedence Clearwater Revival,76,0i9mOB6mPGqwVvtJEXiwPG,Green River (40th Anniversary Edition),1969-08-03,Classic Rock Drive,37i9dQZF1DXdOEFt9ZX0dh,rock,classic rock,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600
1hlveB9M6ijHZRbzZ2teyh,We're Not Gonna Take It,Twisted Sister,73,0dzqapIToiOhULGvzDKpXm,Stay Hungry,1984,Classic Rock Playlist.,7CESj1xKbxdArRzloygvkl,rock,classic rock,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,219667
0PUWNk7gooEAHUMW5V6e39,Make Me (Cry) - Marshmello Remix,Noah Cyrus,50,6I4NKjni1kVE0Memv8k4Z5,Make Me (Cry) [Marshmello Remix],2017-02-17,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.619,0.859,0,-4.161,1,0.088,0.00465,0.000327,0.0823,0.499,154.853,204387
0GARcbxLIOmzrs0lHpuvmi,Aloha,Carlos Sadness,59,23T1akaF3cPN6Pp27JQ8vi,Aloha,2019-11-22,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.801,0.901,0,-5.544,1,0.102,0.101,0.000212,0.107,0.597,131.998,187392
7uIRZRw4xM2IcfCP1sSwnD,Sandunga,Don Omar,51,57mWSm5UtRGT08KeJuyZqu,The Last Don II,2015-06-16,This Is: Don Omar,37i9dQZF1DWYBUdckfg1va,latin,reggaeton,0.857,0.855,7,-5.108,1,0.134,0.0939,0.000104,0.0443,0.798,95.02,181333
1nufXiTCTTAeJfO9hLHvO8,Save Me Tonight,ARTY,63,0wQCkA93jbaOowF6bHsDfz,Save Me Tonight,2019-01-25,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.55,0.899,5,-3.284,0,0.0458,0.0113,9.65e-05,0.137,0.408,125.85,170079
01auWCuHXubb8KPZ0IXF4S,Get Get Down - Radio Edit,Merk & Kremont,37,1P5jv5F4eW3TPh5k10I3Uc,Get Get Down,2015-06-05,Alex Workout,7fRlDx99wBg6i45OCvxwKY,edm,progressive electro house,0.601,0.933,11,-4.087,0,0.0764,0.00724,0.0134,0.468,0.332,128.032,181875
2DDiTcZiC9iuluUyHE2yXo,Creature,BONES UK,6,1YXsOdQoz3I113xaAoVBjW,Creature,2018-06-05,Nikki Sixx's Top Pixx,5d1arTPDEr76KMg9geDinZ,rock,album rock,0.573,0.833,9,-2.764,1,0.0787,0.00572,0.000349,0.0758,0.585,81.955,188000
5TVDnNLRq8ABVgfVqVqtsQ,Amor Frutero,Camila Luna,41,0K2e7hGdBB7FKM0NtpkYaK,Flora y Fauna,2017-03-02,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.873,0.648,11,-3.105,0,0.0345,0.719,1.5e-05,0.376,0.904,110.021,173312
4kmIO0yPq92dXtKCL28RfC,Never Scared (feat. Killer Mike & T.I.) - Club Mix,Bone Crusher,54,1tHNA1zsv6EKLHAR1idmAi,AttenCHUN!,2003-04-29,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.586,0.927,11,-4.077,0,0.194,0.00924,1.85e-06,0.344,0.528,73.023,316133
7e4KQkp5ZR1gXCAalRjX6B,Nights Like This (feat. Ty Dolla $ign),Kehlani,13,26g9o6rTzxnnrD2VNefpye,Nights Like This (feat. Ty Dolla $ign),2019-01-10,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,201788
7anSoGdgtmJTAPZBzcPhO6,Cuaderno,Dalex,83,6stPNzjz40FWTiwlOR98Lp,Climaxxx,2019-05-10,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,0.681,0.648,1,-5.021,0,0.38,0.524,0.0,0.104,0.687,172.019,286507
2zgy1SnyfzoyyG7De9zT19,So Get Up - Pelari Remix,Cosmic Gate,13,10QISb3Gdg14M78SWJxuJ2,So Get Up (Remixes),2014-01-06,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,progressive electro house,0.669,0.69,5,-5.825,0,0.0396,0.00316,0.708,0.422,0.136,128.003,256890
0mTDuNjEAI4v0QWjGlUK3u,Aquaman,Asfalto Rec,43,00DKwMpzeC9SVGOJ7NQrnp,Aquaman,2020-01-10,Dose Trap,37i9dQZF1DWWlW7KLhEhCZ,rap,trap,0.651,0.72,1,-7.984,1,0.0672,0.0695,0.000828,0.127,0.451,158.051,135202
3asFGFY3uLjMDmML1p0tYm,Savior,Rise Against,70,3smHEWBKoqDUFuJrV8BCg1,Appeal To Reason,2008-01-01,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280
1opARDDYaOeE1QUdwXmBGu,Caught Up (feat. Khalid),Majid Jordan,74,3LHVZayhkrZPdryYqJ5JZu,Caught Up (feat. Khalid),2019-07-24,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,0.678,0.438,9,-8.847,0,0.0577,0.29,0.0,0.0838,0.501,81.498,247546
1ScD7XQYCKmJ3fdNh71lUE,Bailemos,Manuel Turizo,76,0CUMVFalkFhZM6Xo0ErxLi,ADN,2019-08-23,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.772,0.626,1,-5.107,0,0.124,0.132,0.0,0.0862,0.895,169.934,206295
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,81,1C2h7mLntPSeVYciMRTF4a,Thriller 25 Super Deluxe Edition,1982-11-30,Classic Rock Playlist.,7CESj1xKbxdArRzloygvkl,rock,classic rock,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827
2X485T9Z5Ly0xyaghN73ed,Let It Happen,Tame Impala,75,79dL7FLiJFOO0EoehUHQBv,Currents,2015-07-17,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587
0RgCZbrfpNSRyNmnoym607,Daydreaming,Fletcher Reed,41,6lCgvPmtHCFn9Y69Qg72LF,Daydreaming,2020-01-10,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.686,0.66,11,-8.458,1,0.0322,0.405,0.0892,0.108,0.322,96.975,173646
0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),Riton,86,7mtnp7B5yFt3D3PAznGzc8,Turn Me On (feat. Vula),2019-09-13,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000583,0.0862,0.517,124.052,208474
2ZyuwVvV6Z3XJaXIFbspeE,Wild Things,Alessia Cara,64,3rDbA12I5duZnlwakqDdZa,Know-It-All (Deluxe),2015-11-13,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.741,0.626,1,-4.826,0,0.0886,0.02,0.0,0.0828,0.706,108.029,188493
5xMzazov0IHYllrc8U2K6F,Ni Tú Ni Yo (feat. Gente de Zona),Jennifer Lopez,60,5ekcwlR6IVNcv2OMjcuz0G,Ni Tú Ni Yo (feat. Gente de Zona),2017-07-04,latin hip hop,3nH8aytdqNeRbcRCg3dw9q,latin,latin hip hop,0.673,0.907,1,-3.716,0,0.074,0.123,0.0,0.423,0.768,109.04,215880
4lLtanYk6tkMvooU0tWzG8,Grenade,Bruno Mars,75,6J84szYCnMfzEcvIcfWMFL,Doo-Wops & Hooligans,2010-10-05,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.706,0.558,2,-7.237,0,0.0593,0.146,0.0,0.118,0.227,110.443,223253
2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,98,3nR9B40hYLKLcR0Eph3Goc,Memories,2019-09-20,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486
1dNuytXEaK1gpZMOJHuJxC,Cheap Shots & Setbacks,AS IT IS,8,4wU1uvjavipP51rRHO2YiB,"Never Happy, Ever After",2015-04-20,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.412,0.982,5,-4.77,1,0.0777,9.22e-05,0.0,0.147,0.55,157.043,173084
1ulXmqjktxSdrdT1bzc69H,Hot N Cold,Katy Perry,55,1vFFZPioAu0vrJRcGoyGX8,One Of The Boys,2008,post teen pop,3kvwJXPULhSUalL6ykJbn5,pop,post-teen pop,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227
3dqGLyXoP2Bo32eU6Rd8SQ,Setting Fires - Blasterjaxx Remix,The Chainsmokers,41,2STjWMmq8CwbLKvvMua7wG,Setting Fires (Remixes),2016-12-23,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.585,0.938,7,-4.887,0,0.286,0.00926,0.000615,0.194,0.164,128.069,212347
45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,Lenny Kravitz,72,35LzZH7Fgog8lf1hfcdoMQ,Are You Gonna Go My Way,1993-03-09,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.619,0.67,11,-10.319,0,0.0353,0.00165,0.0109,0.331,0.777,129.267,211933
2ZLkHOVY7dqXIyhN4YQ4FH,Ms. Hill,Talib Kweli,0,43IdiirCdiNaEKQqNidF3u,Right About Now - The Official Sucka Free Cd,2005-11-22,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.479,0.671,8,-8.125,0,0.415,0.0505,0.0,0.458,0.278,89.238,224280
1yshNtExWJOfvjfvUqGcnu,"Comprendes, Mendes?",Control Machete,60,1OGemrG3upLMC7nVj8OZX2,Mucho Barato,1997,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.84,0.714,9,-7.031,1,0.212,0.000515,0.0479,0.408,0.34,93.998,215267
4B3UHhdjB6dkOtjalFQREm,Gusto Ko Lamang Sa Buhay,Itchyworms,51,4t3FtECyV1gClHmpBhXSfB,When I Met You,2008-07-28,Pinoy Classic Rock,37i9dQZF1DWYDQ8wBxd7xt,rock,classic rock,0.505,0.836,2,-6.197,1,0.0389,0.00963,0.0,0.161,0.684,146.108,279280
6oomEes8hP95cWb8S898xF,Whoopsy Daisy (Club Mix),Wolfgang Lohr,40,3n0dklujjRxJFkfUNRSMBi,Whoopsy Daisy,2017-06-30,Electro Swing,3Dr4NKbsFQ2m7tmPxGRroO,edm,electro house,0.886,0.712,6,-5.928,0,0.11,0.0021,0.593,0.0282,0.49,123.018,273988
5vGSJRUnhGvQoxEBtn6vez,Dando Saltos,Métricas Frías,41,35t877YggZ2nnsg5lhC5JD,Serenata Sin Mariachis,2016-08-10,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.725,0.8,8,-5.768,0,0.335,0.745,8.38e-06,0.1,0.666,89.098,136301
5q6iykOAJ0N2fe7wvj0r3A,Through People Like Me - Chris Howland Remix,Mass Anthem,39,5hD1dXOyGkApOTXsjxw0jm,Through People Like Me (Chris Howland Remix),2018-06-08,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.692,0.726,8,-5.598,1,0.035,0.0204,0.0,0.0659,0.437,99.982,207600
08Ovag8PDrT7VC2ZkZLYmz,al pasito/timeless,n o r m a l,57,4SmYuNnhuDaBZFzH0AOyai,al pasito timeless,2019-06-25,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.576,0.193,6,-18.66,0,0.865,0.659,0.473,0.154,0.858,86.01,190457
0k93MXOj0kSXo84SvSDeUz,Ocean Drive,Duke Dumont,17,1jlUEbR1VEEGzjK47Xk1gT,Ocean Drive,2015-07-31,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.689,0.711,8,-5.027,0,0.0455,0.00714,0.000499,0.135,0.566,115.048,206320
65AuuSC0parBq0hAFyA22v,Call Me Over,Dusky Grey,43,0GF9iQgs4WkJhfSO8PgjO9,Call Me Over,2017-06-30,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.834,0.65,3,-4.705,0,0.0381,0.169,0.0,0.0308,0.509,105.023,211724
22OtjOmIcTQbUe5TzACJIs,Addictive Love,Bebe & Cece Winans,44,5v6BqqZMRwjFGjRVyNItuh,The Ultimate Collection,2007-01-01,Kenny B's Ultimate New Jack Swing Mix,7bdhfXlbfml9CuNn5c7372,r&b,new jack swing,0.56,0.86,0,-3.049,1,0.0434,0.266,4.11e-06,0.124,0.593,155.864,325373
7ygrDIOwwM4gtNf8Pz6kxW,Put Your Head Out,House Of Pain,40,2z37UnazitI7yDEF0IjE0v,House of Pain (Fine Malt Lyrics),1992-07-21,90's Hip Hop Ultimate Collection,4IG024zoaGMurhTFBkMAv9,rap,southern hip hop,0.827,0.676,7,-9.735,1,0.262,0.0257,4.8e-06,0.079,0.792,97.835,182160
